INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,IMP_AGE,M_IMP_AGE,AGE_BIN,IMP_YOJ,M_IMP_YOJ,IMP_INCOME,M_IMP_INCOME,IMP_JOB,M_IMP_JOB,IMP_HOME_VAL,M_IMP_HOME_VAL,IMP_TRAVTIME,IMP_BLUEBOOK,OLDCLAIM_BIN,IMP_CAR_AGE,M_IMP_CAR_AGE
10149,1,3999,0,53,0,7,"$10,232",No,"$129,979",Yes,z_F,Masters,Home Maker,33,Private,"$7,820",1,z_SUV,no,$0,0,No,1,18,Highly Urban/ Urban,53,0,3,7,0,10231.933569,0,Home Maker,0,129978.60022,0,32.886868756,7820,0,18,0
10150,1,8532,0,62,0,,"$16,897",No,"$130,344",z_No,M,z_High School,z_Blue Collar,44,Commercial,"$16,020",10,Minivan,no,"$7,629",2,No,4,9,z_Highly Rural/ Rural,62,0,4,12,1,16896.568275,0,z_Blue Collar,0,130344.06227,0,44.477703228,16020,2,9,0
10151,1,2156,0,38,0,,"$45,734",No,"$222,653",Yes,M,z_High School,Professional,5,Commercial,"$9,870",1,Pickup,no,"$3,296",1,No,3,1,Highly Urban/ Urban,38,0,2,10,1,45733.926343,0,Professional,0,222652.78158,0,5,9870,1,1,0
10152,1,2493,0,47,0,13,"$125,753",No,,Yes,M,Masters,Manager,36,Commercial,"$18,780",6,Van,yes,"$4,188",2,No,3,,Highly Urban/ Urban,47,0,3,13,0,125753.04627,0,Manager,0,199290.2,1,36.034439381,18780,1,8,1
10153,0,0,0,42,0,14,"$65,082",No,$0,z_No,M,<High School,Clerical,25,Private,"$15,370",4,Minivan,no,$0,0,No,0,5,Highly Urban/ Urban,42,0,2,14,0,65081.653661,0,Clerical,0,0,0,24.749289488,15370,0,5,0
10154,0,0,0,45,0,13,"$97,205",No,"$294,982",Yes,M,Bachelors,Manager,5,Private,"$8,220",1,Minivan,yes,$0,0,No,0,9,Highly Urban/ Urban,45,0,2,13,0,97205.139599,0,Manager,0,294981.65931,0,5,8220,0,9,0
10155,0,0,0,48,0,13,"$122,643",No,"$315,375",Yes,z_F,Masters,Manager,20,Private,"$18,310",1,Sports Car,no,"$47,343",2,No,4,16,Highly Urban/ Urban,48,0,3,13,0,122643.43739,0,Manager,0,315374.95175,0,19.91365994,18310,3,16,0
10156,0,0,0,53,0,13,"$136,417",No,$0,z_No,M,Bachelors,Manager,28,Commercial,"$6,800",10,Pickup,no,$0,0,No,0,11,Highly Urban/ Urban,53,0,3,13,0,136416.78556,0,Manager,0,0,0,27.798998757,6800,0,11,0
10157,1,2870,2,38,2,12,"$48,630",Yes,$0,z_No,M,z_High School,z_Blue Collar,25,Commercial,"$10,160",3,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban,38,0,2,12,0,48629.645966,0,z_Blue Collar,0,0,0,25.323242016,10160,0,1,0
10158,0,0,2,43,2,12,"$31,939",No,"$133,859",Yes,M,<High School,z_Blue Collar,61,Private,"$14,310",13,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural,43,0,2,12,0,31938.692555,0,z_Blue Collar,0,133859.36411,0,60.583964013,14310,0,1,0
10159,0,0,0,34,1,12,"$45,931",No,"$159,417",Yes,z_F,z_High School,z_Blue Collar,14,Commercial,"$13,750",13,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,34,0,1,12,0,45931.218839,0,z_Blue Collar,0,159417.00498,0,13.901816622,13750,0,1,0
10160,0,0,0,41,0,9,"$151,571",No,$0,z_No,M,PhD,,16,Commercial,"$20,760",15,Van,no,"$1,994",1,No,0,17,Highly Urban/ Urban,41,0,2,9,0,151570.83278,0,Doctor,1,0,0,16.270594766,20760,1,17,0
10161,1,4738,0,53,0,6,"$159,399",No,$0,z_No,z_F,PhD,Doctor,32,Private,"$16,810",1,Sports Car,no,$0,0,No,0,11,Highly Urban/ Urban,53,0,3,6,0,159399.01665,0,Doctor,0,0,0,31.60731719,16810,0,11,0
10164,1,5182,0,46,0,10,"$34,637",No,$0,z_No,z_F,z_High School,Clerical,44,Private,"$18,780",10,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban,46,0,3,10,0,34636.861066,0,Clerical,0,0,0,43.967358324,18780,0,10,0
10165,1,484.50015447,2,43,2,12,"$98,421",No,"$291,316",Yes,M,<High School,z_Blue Collar,16,Commercial,"$25,960",1,Panel Truck,yes,$0,0,No,6,1,Highly Urban/ Urban,43,0,2,12,0,98421.210754,0,z_Blue Collar,0,291315.61601,0,15.644394564,25960,0,1,0
10167,0,0,1,44,1,11,"$42,309",No,"$132,978",Yes,z_F,<High School,Clerical,24,Private,"$11,370",1,z_SUV,no,$0,0,No,0,4,z_Highly Rural/ Rural,44,0,2,11,0,42308.906135,0,Clerical,0,132977.9363,0,24.487264987,11370,0,4,0
10168,0,0,1,45,1,10,,Yes,"$157,107",z_No,M,Bachelors,Clerical,41,Commercial,"$6,000",6,Pickup,no,"$5,606",1,No,0,11,Highly Urban/ Urban,45,0,2,10,0,33861.19,1,Clerical,0,157107.02191,0,41.121451235,6000,2,11,0
10169,0,0,0,55,0,5,"$132,661",No,"$410,563",Yes,z_F,Bachelors,z_Blue Collar,39,Commercial,"$7,000",1,z_SUV,no,$0,0,No,1,6,Highly Urban/ Urban,55,0,3,5,0,132660.59182,0,z_Blue Collar,0,410563.23701,0,38.980462452,7000,0,6,0
10170,0,0,0,53,0,,"$147,579",No,"$443,598",Yes,M,Masters,Manager,50,Commercial,"$16,260",1,Van,no,$0,0,No,1,,Highly Urban/ Urban,53,0,3,10,1,147578.72557,0,Manager,0,443597.86492,0,49.726439724,16260,0,8,1
10171,1,4753,0,49,0,13,"$28,592",No,"$183,206",Yes,M,<High School,Clerical,31,Private,"$9,260",1,Pickup,no,"$2,102",1,No,3,1,Highly Urban/ Urban,49,0,3,13,0,28591.851727,0,Clerical,0,183205.86858,0,31.451843829,9260,1,1,0
10174,0,0,0,50,0,7,"$118,843",No,"$297,866",Yes,z_F,Masters,Lawyer,30,Private,"$11,290",4,Sports Car,no,$0,0,No,1,15,Highly Urban/ Urban,50,0,3,7,0,118842.80997,0,Lawyer,0,297865.96094,0,29.697092371,11290,0,15,0
10176,0,0,0,47,0,12,"$221,995",No,"$545,044",Yes,z_F,PhD,Doctor,42,Private,"$41,830",1,z_SUV,no,"$6,682",3,No,3,1,Highly Urban/ Urban,47,0,3,12,0,221995.11028,0,Doctor,0,497746,0,42.371327214,39090,2,1,0
10177,1,2811,0,50,0,,"$57,387",No,"$181,408",Yes,M,Bachelors,Professional,51,Private,"$7,330",7,Minivan,no,"$19,199",1,Yes,0,11,Highly Urban/ Urban,50,0,3,10,1,57386.581898,0,Professional,0,181408.0099,0,50.810988809,7330,3,11,0
10178,0,0,0,52,0,13,,No,$0,z_No,z_F,Masters,Lawyer,23,Private,"$20,190",4,z_SUV,no,"$1,474",2,No,3,13,Highly Urban/ Urban,52,0,3,13,0,88304.81,1,Lawyer,0,0,0,23.469405301,20190,1,13,0
10179,0,0,0,49,0,,"$55,473",No,"$210,749",Yes,M,Bachelors,Professional,75,Private,"$17,490",1,Van,yes,$0,0,No,0,11,Highly Urban/ Urban,49,0,3,10,1,55472.50418,0,Professional,0,210748.66936,0,75.14433,17490,0,11,0
10181,0,0,0,47,0,12,,No,,z_No,M,Bachelors,Professional,35,Commercial,"$27,760",1,Panel Truck,no,"$4,451",1,No,0,10,Highly Urban/ Urban,47,0,3,12,0,76593.11,1,Professional,0,192245.39,1,35.494763606,27760,1,10,0
10182,0,0,0,39,0,11,"$24,217",No,"$129,104",Yes,M,<High School,z_Blue Collar,33,Commercial,"$10,900",14,Pickup,yes,$0,0,No,2,7,z_Highly Rural/ Rural,39,0,2,11,0,24216.776527,0,z_Blue Collar,0,129103.78366,0,32.788116462,10900,0,7,0
10183,0,0,0,43,0,11,"$229,983",No,$0,z_No,M,PhD,,16,Commercial,"$24,910",13,Panel Truck,yes,"$8,983",2,No,1,15,Highly Urban/ Urban,43,0,2,11,0,229983.15778,0,Doctor,1,0,0,16.0809415,24910,2,15,0
10184,1,3432,0,32,1,0,$0,Yes,$0,z_No,z_F,Bachelors,Student,14,Private,"$4,750",4,z_SUV,no,"$4,074",1,No,9,9,Highly Urban/ Urban,32,0,1,0,0,0,0,Student,0,0,0,13.746671977,4750,1,9,0
10185,0,0,0,50,0,11,"$51,888",No,"$209,011",z_No,z_F,Bachelors,z_Blue Collar,20,Commercial,"$11,690",6,Minivan,no,"$2,218",3,No,5,10,Highly Urban/ Urban,50,0,3,11,0,51887.531156,0,z_Blue Collar,0,209011.09813,0,20.450689921,11690,1,10,0
10187,1,50032.586112,0,42,0,10,,No,"$171,676",Yes,M,<High School,Clerical,48,Private,"$12,600",1,Minivan,no,$0,0,No,3,6,Highly Urban/ Urban,42,0,2,10,0,33861.19,1,Clerical,0,171676.44535,0,47.993272559,12600,0,6,0
10188,0,0,0,43,2,,"$29,767",No,"$154,724",Yes,z_F,<High School,z_Blue Collar,45,Private,"$8,780",10,z_SUV,no,$0,0,No,1,7,Highly Urban/ Urban,43,0,2,10,1,29767.216927,0,z_Blue Collar,0,154723.798,0,45.063098303,8780,0,7,0
10189,0,0,0,50,0,11,"$83,871",No,"$283,832",Yes,M,Bachelors,Professional,20,Commercial,"$27,460",11,Panel Truck,yes,$0,0,No,0,7,Highly Urban/ Urban,50,0,3,11,0,83871.484951,0,Professional,0,283832.49729,0,19.76862934,27460,0,7,0
10190,0,0,0,49,0,4,"$85,739",No,"$282,600",z_No,M,Bachelors,Professional,6,Private,"$14,970",7,Minivan,yes,"$27,548",3,Yes,2,1,Highly Urban/ Urban,49,0,3,4,0,85738.502204,0,Professional,0,282599.66451,0,6.3974444509,14970,3,1,0
10191,1,3000.7053009,0,47,0,15,"$91,221",No,"$263,877",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$15,320",3,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,47,0,3,15,0,91221.121796,0,z_Blue Collar,0,263877.23184,0,30.666702378,15320,0,7,0
10193,0,0,0,35,0,,"$149,937",No,"$404,842",Yes,z_F,Bachelors,Professional,36,Private,"$36,390",6,Van,no,"$5,666",2,No,6,7,Highly Urban/ Urban,35,0,1,10,1,149936.70656,0,Professional,0,404842.09072,0,36.203191922,36390,2,7,0
10194,0,0,0,30,1,12,"$42,774",No,"$144,023",Yes,M,<High School,Clerical,23,Commercial,"$8,910",1,Pickup,yes,"$40,998",1,Yes,2,5,Highly Urban/ Urban,30,0,1,12,0,42773.729506,0,Clerical,0,144022.58154,0,23.451305695,8910,3,5,0
10195,0,0,0,49,0,13,"$113,781",No,"$311,839",Yes,M,PhD,Manager,34,Private,"$6,400",1,Pickup,yes,"$6,525",1,No,4,22,Highly Urban/ Urban,49,0,3,13,0,113780.58291,0,Manager,0,311839.22661,0,34.144003182,6400,2,22,0
10196,0,0,2,41,3,15,"$83,894",No,"$202,030",Yes,M,Bachelors,z_Blue Collar,66,Commercial,"$25,310",1,Panel Truck,no,$0,0,No,0,,z_Highly Rural/ Rural,41,0,2,15,0,83893.897862,0,z_Blue Collar,0,202029.79072,0,65.666816363,25310,0,8,1
10197,0,0,0,16,1,,$0,Yes,,z_No,z_F,<High School,Home Maker,5,Private,"$13,950",6,Sports Car,no,$0,0,No,2,7,Highly Urban/ Urban,16,0,0,8,1,0,0,Home Maker,0,86861.73,1,5,13950,0,7,0
10198,0,0,0,50,0,12,"$76,096",No,$0,z_No,M,PhD,Lawyer,23,Private,"$14,930",4,Minivan,yes,$0,0,No,3,21,Highly Urban/ Urban,50,0,3,12,0,76096.363829,0,Lawyer,0,0,0,22.616678042,14930,0,21,0
10200,0,0,0,56,0,,,No,"$227,823",Yes,M,z_High School,z_Blue Collar,16,Commercial,"$21,570",10,Van,yes,"$4,071",1,No,2,7,z_Highly Rural/ Rural,56,0,4,12,1,58957.01,1,z_Blue Collar,0,227822.75005,0,16.009545431,21570,1,7,0
10201,0,0,0,60,0,14,"$51,457",No,"$218,820",Yes,z_F,Masters,Professional,46,Commercial,"$12,650",1,Pickup,no,$0,0,No,4,17,z_Highly Rural/ Rural,60,0,4,14,0,51457.466051,0,Professional,0,218819.73028,0,45.53029301,12650,0,17,0
10202,0,0,1,39,2,,"$5,645",Yes,$0,z_No,z_F,<High School,z_Blue Collar,13,Private,"$5,400",6,z_SUV,no,"$5,055",3,No,0,1,Highly Urban/ Urban,39,0,2,10,1,5645.3258501,0,z_Blue Collar,0,0,0,12.839085065,5400,2,1,0
10203,1,5950,0,52,0,14,,No,"$77,653",Yes,z_F,z_High School,z_Blue Collar,10,Commercial,"$9,730",1,z_SUV,no,$0,0,No,1,11,Highly Urban/ Urban,52,0,3,14,0,58957.01,1,z_Blue Collar,0,77652.613251,0,9.5922033899,9730,0,11,0
10204,0,0,0,45,0,11,"$84,151",No,"$277,252",Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$9,920",13,z_SUV,no,"$2,807",3,No,6,,Highly Urban/ Urban,45,0,2,11,0,84151.491225,0,z_Blue Collar,0,277252.0744,0,52.178080173,9920,1,8,1
10205,0,0,0,41,3,0,$0,No,$0,Yes,z_F,Bachelors,Student,40,Commercial,"$5,600",1,z_SUV,no,"$2,633",2,No,5,5,z_Highly Rural/ Rural,41,0,2,0,0,0,0,Student,0,0,0,39.507044264,5600,1,5,0
10206,0,0,0,47,0,12,"$71,416",No,$0,z_No,M,Bachelors,Professional,30,Commercial,"$19,950",13,Van,yes,$0,0,Yes,0,11,Highly Urban/ Urban,47,0,3,12,0,71416.499299,0,Professional,0,0,0,30.355184814,19950,0,11,0
10207,0,0,0,46,0,12,"$79,290",No,"$243,362",z_No,z_F,Bachelors,Professional,42,Private,"$17,130",17,Sports Car,no,"$1,053",3,No,6,11,Highly Urban/ Urban,46,0,3,12,0,79289.774394,0,Professional,0,243362.48283,0,41.851185872,17130,1,11,0
10208,0,0,0,56,2,14,"$69,098",No,,Yes,z_F,Bachelors,Professional,21,Private,"$34,550",1,Van,no,"$6,528",1,No,1,11,Highly Urban/ Urban,56,0,4,14,0,69098.199615,0,Professional,0,192245.39,1,20.816285273,34550,2,11,0
10211,0,0,0,35,0,0,$0,No,"$88,575",z_No,z_F,z_High School,Home Maker,21,Private,"$11,580",9,z_SUV,no,"$21,099",3,Yes,1,9,z_Highly Rural/ Rural,35,0,1,0,0,0,0,Home Maker,0,88575.322377,0,20.780500734,11580,3,9,0
10212,1,4254,2,44,2,13,"$92,251",Yes,$0,z_No,M,Masters,,47,Commercial,"$19,970",4,Van,yes,"$18,287",3,Yes,4,11,Highly Urban/ Urban,44,0,2,13,0,92251.213062,0,Manager,1,0,0,47.122342842,19970,3,11,0
10213,1,2301.1894214,1,43,1,10,"$81,294",No,"$230,783",Yes,z_F,Masters,Lawyer,14,Private,"$13,930",10,Pickup,no,"$9,537",2,No,1,16,Highly Urban/ Urban,43,0,2,10,0,81294.192154,0,Lawyer,0,230782.56798,0,13.826071999,13930,2,16,0
10217,0,0,0,53,0,14,"$26,840",No,"$166,651",Yes,M,z_High School,Clerical,53,Private,"$18,180",4,Van,yes,"$1,064",2,No,0,1,Highly Urban/ Urban,53,0,3,14,0,26839.753513,0,Clerical,0,166650.80469,0,52.696035096,18180,1,1,0
10218,1,4858,0,45,3,0,$0,No,"$65,359",Yes,z_F,z_High School,Home Maker,9,Commercial,"$5,700",1,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural,45,0,2,0,0,0,0,Home Maker,0,65358.740891,0,9.055918604,5700,0,1,0
10219,1,5226,0,45,0,8,"$19,469",No,$0,z_No,z_F,<High School,Clerical,38,Private,"$7,950",3,z_SUV,no,"$7,332",3,No,5,1,Highly Urban/ Urban,45,0,2,8,0,19469.202679,0,Clerical,0,0,0,37.562224978,7950,2,1,0
10220,0,0,0,42,0,13,"$55,399",No,"$186,120",Yes,z_F,z_High School,Professional,41,Private,"$11,240",6,z_SUV,no,$0,0,No,2,6,Highly Urban/ Urban,42,0,2,13,0,55398.90137,0,Professional,0,186120.14385,0,40.561701275,11240,0,6,0
10221,0,0,0,50,0,13,"$22,800",No,$0,Yes,z_F,Bachelors,Student,52,Commercial,"$16,140",1,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural,50,0,3,13,0,22800.492988,0,Student,0,0,0,52.473918604,16140,0,5,0
10222,1,3613,0,53,1,13,"$86,551",Yes,$0,z_No,z_F,Masters,Lawyer,43,Private,"$18,990",3,z_SUV,no,"$3,436",3,No,8,14,Highly Urban/ Urban,53,0,3,13,0,86551.34847,0,Lawyer,0,0,0,42.523759783,18990,1,14,0
10223,0,0,0,51,0,12,"$35,024",No,"$196,320",Yes,z_F,<High School,z_Blue Collar,38,Private,"$10,100",4,z_SUV,no,$0,0,No,0,6,z_Highly Rural/ Rural,51,0,3,12,0,35024.497126,0,z_Blue Collar,0,196319.53963,0,38.024522375,10100,0,6,0
10224,0,0,0,48,0,11,"$129,007",No,"$320,283",Yes,z_F,Masters,Lawyer,5,Private,"$19,200",3,Minivan,no,$0,0,No,0,18,Highly Urban/ Urban,48,0,3,11,0,129006.78428,0,Lawyer,0,320283.28509,0,5,19200,0,18,0
10225,1,5175,0,38,0,11,,No,$0,Yes,z_F,z_High School,Student,44,Private,"$5,730",6,z_SUV,no,$0,0,No,2,11,z_Highly Rural/ Rural,38,0,2,11,0,6309.65,1,Student,0,0,0,44.261137325,5730,0,11,0
10226,0,0,0,37,0,,"$14,349",No,"$104,061",Yes,M,<High School,Clerical,42,Commercial,"$5,200",1,Pickup,no,$0,0,Yes,1,1,z_Highly Rural/ Rural,37,0,2,10,1,14349.389532,0,Clerical,0,104061.38904,0,41.911217707,5200,0,1,0
10227,0,0,0,50,0,11,"$127,468",No,"$304,399",Yes,z_F,PhD,Doctor,11,Private,"$6,500",4,z_SUV,no,$0,0,No,2,10,Highly Urban/ Urban,50,0,3,11,0,127468.28073,0,Doctor,0,304398.72752,0,11.490989285,6500,0,10,0
10228,1,3449,0,47,0,13,,No,"$156,778",Yes,M,Bachelors,z_Blue Collar,15,Commercial,"$17,110",4,Minivan,no,"$9,550",2,No,3,13,Highly Urban/ Urban,47,0,3,13,0,58957.01,1,z_Blue Collar,0,156777.71575,0,14.837018298,17110,2,13,0
10229,0,0,0,33,4,7,"$110,353",Yes,"$284,921",z_No,M,Masters,Lawyer,49,Private,"$21,640",9,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban,33,0,1,7,0,110353.36602,0,Lawyer,0,284921.03927,0,48.91214712,21640,0,12,0
10230,1,2553,0,45,0,14,"$52,108",No,"$197,222",Yes,M,<High School,Clerical,42,Private,"$14,670",6,Minivan,yes,$0,0,No,0,7,Highly Urban/ Urban,45,0,2,14,0,52107.949088,0,Clerical,0,197222.4224,0,42.337617676,14670,0,7,0
10231,0,0,0,45,1,0,,No,"$101,860",Yes,z_F,z_High School,Home Maker,29,Private,"$6,000",4,Sports Car,no,$0,0,No,2,9,Highly Urban/ Urban,45,0,2,0,0,12073.33,1,Home Maker,0,101859.97265,0,29.329065773,6000,0,9,0
10233,0,0,0,49,0,12,"$37,506",No,,z_No,M,z_High School,Student,20,Commercial,"$24,860",10,Panel Truck,yes,$0,0,No,1,1,z_Highly Rural/ Rural,49,0,3,12,0,37506.393875,0,Student,0,15385.9,1,20.4304298,24860,0,1,0
10234,0,0,0,33,3,12,"$110,190",Yes,$0,z_No,M,PhD,Manager,34,Private,"$12,520",7,Minivan,yes,$0,0,No,0,13,Highly Urban/ Urban,33,0,1,12,0,110190.36121,0,Manager,0,0,0,33.583488386,12520,0,13,0
10235,0,0,0,48,0,6,"$77,971",No,"$257,219",Yes,M,PhD,,16,Commercial,"$21,460",1,Van,yes,$0,0,No,0,15,Highly Urban/ Urban,48,0,3,6,0,77970.99661,0,Manager,1,257218.91899,0,16.282299993,21460,0,15,0
10236,0,0,0,47,0,,"$54,005",No,"$232,029",Yes,M,z_High School,z_Blue Collar,39,Commercial,"$11,600",13,Pickup,yes,$0,0,No,0,5,Highly Urban/ Urban,47,0,3,10,1,54004.700472,0,z_Blue Collar,0,232028.67624,0,38.867132944,11600,0,5,0
10237,0,0,0,35,3,14,"$50,971",No,"$183,050",Yes,z_F,Masters,Lawyer,10,Private,"$7,180",7,z_SUV,no,$518,1,No,1,13,Highly Urban/ Urban,35,0,1,14,0,50970.504947,0,Lawyer,0,183050.16566,0,10.401063946,7180,1,13,0
10238,0,0,0,62,0,9,"$70,230",No,"$261,855",Yes,M,Bachelors,Manager,26,Private,"$26,640",1,Minivan,yes,$0,0,No,0,5,Highly Urban/ Urban,62,0,4,9,0,70230.454534,0,Manager,0,261855.35933,0,26.152750694,26640,0,5,0
10240,0,0,0,50,0,,"$37,546",No,"$153,612",Yes,z_F,z_High School,Manager,41,Private,"$6,120",7,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban,50,0,3,10,1,37545.789731,0,Manager,0,153612.16501,0,41.010741529,6120,0,1,0
10241,0,0,0,47,0,7,"$68,623",No,$0,z_No,M,Bachelors,z_Blue Collar,27,Private,"$19,570",6,z_SUV,no,"$1,118",2,No,0,10,Highly Urban/ Urban,47,0,3,7,0,68622.542006,0,z_Blue Collar,0,0,0,26.969267519,19570,1,10,0
10242,0,0,0,47,0,14,"$40,044",No,"$180,968",Yes,z_F,Bachelors,Manager,17,Private,"$13,710",13,z_SUV,no,"$35,275",3,No,1,1,Highly Urban/ Urban,47,0,3,14,0,40044.308496,0,Manager,0,180967.51422,0,16.583803706,13710,3,1,0
10243,0,0,0,39,0,11,"$47,458",No,$0,z_No,z_F,Bachelors,Manager,42,Private,"$20,270",1,z_SUV,no,"$21,712",3,No,5,11,Highly Urban/ Urban,39,0,2,11,0,47458.23813,0,Manager,0,0,0,42.433732523,20270,3,11,0
10244,1,892,0,50,0,15,"$16,074",No,$0,z_No,z_F,<High School,Clerical,53,Private,"$13,420",10,z_SUV,no,"$1,255",4,No,3,1,Highly Urban/ Urban,50,0,3,15,0,16073.670319,0,Clerical,0,0,0,52.623691721,13420,1,1,0
10245,0,0,0,43,0,10,"$72,894",No,$0,z_No,M,<High School,z_Blue Collar,55,Private,"$13,090",6,Minivan,yes,$537,2,No,4,4,Highly Urban/ Urban,43,0,2,10,0,72893.9014,0,z_Blue Collar,0,0,0,54.71295429,13090,1,4,0
10246,0,0,0,56,0,11,$571,No,"$92,586",Yes,M,<High School,Home Maker,41,Private,"$5,670",14,Pickup,no,$0,0,No,1,6,z_Highly Rural/ Rural,56,0,4,11,0,571.4602034,0,Home Maker,0,92585.987374,0,40.809249338,5670,0,6,0
10247,0,0,0,46,0,11,"$80,183",No,"$210,725",z_No,z_F,Bachelors,z_Blue Collar,39,Private,"$6,970",10,z_SUV,no,$0,0,Yes,0,8,Highly Urban/ Urban,46,0,3,11,0,80183.257081,0,z_Blue Collar,0,210724.54475,0,39.445060083,6970,0,8,0
10248,0,0,0,49,0,14,"$106,231",No,"$319,922",Yes,z_F,Masters,Lawyer,12,Private,"$28,110",6,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban,49,0,3,14,0,106230.89218,0,Lawyer,0,319922.07667,0,11.889630494,28110,0,15,0
10250,0,0,0,34,1,12,"$121,861",No,"$308,486",Yes,z_F,Bachelors,Manager,32,Private,"$15,090",4,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,34,0,1,12,0,121860.76677,0,Manager,0,308485.85083,0,32.313335486,15090,0,1,0
10251,1,1645,1,37,1,,"$23,048",No,"$132,852",Yes,z_F,z_High School,z_Blue Collar,13,Commercial,"$20,850",4,Pickup,no,$0,0,No,3,9,Highly Urban/ Urban,37,0,2,10,1,23047.691235,0,z_Blue Collar,0,132852.10185,0,13.023919691,20850,0,9,0
10252,1,7308,1,56,2,14,"$176,849",No,"$430,830",Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,"$26,470",4,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban,56,0,4,14,0,176848.94834,0,z_Blue Collar,0,430829.6791,0,37.103734672,26470,0,6,0
10254,0,0,0,38,0,8,"$118,057",No,"$298,339",Yes,z_F,Bachelors,Manager,31,Private,"$19,390",1,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban,38,0,2,8,0,118056.6275,0,Manager,0,298338.74503,0,31.317839388,19390,0,9,0
10256,0,0,0,56,3,11,"$90,186",No,"$278,241",Yes,M,Masters,Lawyer,15,Private,"$15,390",1,Minivan,yes,$0,0,No,0,20,Highly Urban/ Urban,56,0,4,11,0,90185.975111,0,Lawyer,0,278240.53961,0,15.117261779,15390,0,20,0
10257,0,0,0,45,0,12,"$63,357",No,$0,z_No,M,z_High School,Clerical,67,Commercial,"$17,460",1,Van,yes,$0,0,No,1,1,Highly Urban/ Urban,45,0,2,12,0,63356.532077,0,Clerical,0,0,0,67.425098803,17460,0,1,0
10258,0,0,0,46,1,11,"$137,285",Yes,$0,z_No,M,Masters,Professional,33,Commercial,"$19,830",10,Van,no,"$35,428",1,Yes,0,11,Highly Urban/ Urban,46,0,3,11,0,137284.99595,0,Professional,0,0,0,32.765130292,19830,3,11,0
10259,1,2318,2,46,0,11,"$35,362",No,$0,z_No,M,z_High School,Clerical,42,Commercial,"$17,970",11,Pickup,no,"$5,423",2,Yes,3,7,Highly Urban/ Urban,46,0,3,11,0,35361.774678,0,Clerical,0,0,0,42.379736385,17970,2,7,0
10260,0,0,0,56,0,13,"$52,130",No,"$176,831",Yes,z_F,z_High School,z_Blue Collar,23,Commercial,"$12,310",3,z_SUV,no,"$10,494",2,No,3,4,Highly Urban/ Urban,56,0,4,13,0,52129.630858,0,z_Blue Collar,0,176830.66147,0,23.030380121,12310,3,4,0
10261,1,3179,0,47,0,,"$112,264",No,$0,z_No,M,Masters,,44,Commercial,"$24,020",1,Panel Truck,yes,"$22,762",1,Yes,5,20,Highly Urban/ Urban,47,0,3,10,1,112264.07124,0,Lawyer,1,0,0,44.33220716,24020,3,20,0
10263,1,3106,0,47,0,13,"$282,198",No,"$649,247",z_No,M,PhD,,32,Commercial,"$34,420",11,Panel Truck,yes,$0,0,Yes,2,16,Highly Urban/ Urban,47,0,3,13,0,282198.48731,0,Doctor,1,497746,0,32.442284758,34420,0,16,0
10265,1,471.11545805,0,43,0,,$0,No,"$55,203",Yes,z_F,PhD,Home Maker,29,Private,"$24,030",9,Minivan,no,"$3,035",4,No,0,14,Highly Urban/ Urban,43,0,2,10,1,0,0,Home Maker,0,55202.799099,0,29.424510719,24030,1,14,0
10267,0,0,1,45,1,14,"$1,956",Yes,$0,z_No,z_F,<High School,Student,47,Private,"$8,350",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,45,0,2,14,0,1955.5509453,0,Student,0,0,0,47.334223981,8350,0,1,0
10269,0,0,0,32,2,14,,No,"$219,966",Yes,M,z_High School,Clerical,43,Commercial,"$19,680",10,Van,no,$0,0,No,1,9,z_Highly Rural/ Rural,32,0,1,14,0,33861.19,1,Clerical,0,219966.01033,0,43.144113529,19680,0,9,0
10270,1,3135,0,46,0,10,"$68,360",No,"$237,457",z_No,M,Bachelors,z_Blue Collar,49,Commercial,"$12,940",1,Minivan,no,"$6,560",3,No,7,11,Highly Urban/ Urban,46,0,3,10,0,68359.611189,0,z_Blue Collar,0,237456.6176,0,48.802531385,12940,2,11,0
